# Program:featureCounts v2.0.6; Command:"featureCounts" "--extraAttributes" "Name" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "16" "-a" "reference.gff" "-o" "countsSRR10379723.txt" "SRR10379723_trimmed.bam" 
Geneid	Chr	Start	End	Strand	Length	Name	SRR10379723_trimmed.bam
gene-SAOUHSC_02283	CP000253.1	2115291	2115545	+	255	SAOUHSC_02283	17
gene-SAOUHSC_02284	CP000253.1	2115682	2116686	+	1005	SAOUHSC_02284	126
gene-SAOUHSC_02285	CP000253.1	2116716	2118245	+	1530	SAOUHSC_02285	249
gene-SAOUHSC_02286	CP000253.1	2118248	2119294	+	1047	SAOUHSC_02286	139
gene-SAOUHSC_02287	CP000253.1	2119308	2120678	+	1371	SAOUHSC_02287	262
gene-SAOUHSC_02288	CP000253.1	2120679	2121251	+	573	SAOUHSC_02288	99
gene-SAOUHSC_02289	CP000253.1	2121266	2122534	+	1269	SAOUHSC_02289	146
gene-SAOUHSC_02290	CP000253.1	2122583	2122738	-	156	SAOUHSC_02290	45
gene-SAOUHSC_R00014	CP000253.1	2122744	2122858	-	115	SAOUHSC_R00014	0
gene-SAOUHSC_R0009	CP000253.1	2122931	2125853	-	2923	SAOUHSC_R0009	135
gene-SAOUHSC_R0004	CP000253.1	2126400	2127954	-	1555	SAOUHSC_R0004	16
gene-SAOUHSC_T00025	CP000253.1	2128072	2128145	-	74	SAOUHSC_T00025	69
gene-SAOUHSC_T00034	CP000253.1	2128165	2128250	-	86	SAOUHSC_T00034	19
gene-SAOUHSC_02294	CP000253.1	2128216	2128323	-	108	SAOUHSC_02294	3
gene-SAOUHSC_02296	CP000253.1	2128897	2129352	-	456	SAOUHSC_02296	1420
gene-SAOUHSC_02297	CP000253.1	2129345	2131495	-	2151	SAOUHSC_02297	4050
gene-SAOUHSC_02298	CP000253.1	2131929	2132699	-	771	SAOUHSC_02298	6071
gene-SAOUHSC_02299	CP000253.1	2132674	2133183	-	510	SAOUHSC_02299	1505
gene-SAOUHSC_02300	CP000253.1	2133155	2133481	-	327	SAOUHSC_02300	712
gene-SAOUHSC_02301	CP000253.1	2133600	2134388	-	789	SAOUHSC_02301	1114
gene-SAOUHSC_02302	CP000253.1	2134363	2134653	-	291	SAOUHSC_02302	509
gene-SAOUHSC_A02189	CP000253.1	2134741	2134974	+	234	SAOUHSC_A02189	12
gene-SAOUHSC_02303	CP000253.1	2134939	2135301	-	363	SAOUHSC_02303	364
gene-SAOUHSC_02304	CP000253.1	2135298	2135468	-	171	SAOUHSC_02304	109
gene-SAOUHSC_02305	CP000253.1	2135553	2136701	-	1149	SAOUHSC_02305	957
gene-SAOUHSC_02306	CP000253.1	2136767	2137126	-	360	SAOUHSC_02306	231
gene-SAOUHSC_02307	CP000253.1	2137130	2137621	-	492	SAOUHSC_02307	169
gene-SAOUHSC_02308	CP000253.1	2137608	2139191	-	1584	SAOUHSC_02308	606
gene-SAOUHSC_02309	CP000253.1	2139184	2139663	-	480	SAOUHSC_02309	106
gene-SAOUHSC_02310	CP000253.1	2139872	2140432	-	561	SAOUHSC_02310	300
gene-SAOUHSC_02311	CP000253.1	2140452	2142425	-	1974	SAOUHSC_02311	685
gene-SAOUHSC_02312	CP000253.1	2142498	2144174	-	1677	SAOUHSC_02312	303
gene-SAOUHSC_02313	CP000253.1	2144198	2144308	-	111	SAOUHSC_02313	14
gene-SAOUHSC_02314	CP000253.1	2144446	2147103	+	2658	SAOUHSC_02314	646
gene-SAOUHSC_02315	CP000253.1	2147103	2147798	+	696	SAOUHSC_02315	206
gene-SAOUHSC_02316	CP000253.1	2148167	2149687	-	1521	SAOUHSC_02316	15646
gene-SAOUHSC_02317	CP000253.1	2150204	2151562	-	1359	SAOUHSC_02317	1843
gene-SAOUHSC_02318	CP000253.1	2151577	2152647	-	1071	SAOUHSC_02318	1169
gene-SAOUHSC_02319	CP000253.1	2152965	2154167	+	1203	SAOUHSC_02319	414
gene-SAOUHSC_02320	CP000253.1	2154431	2154568	-	138	SAOUHSC_02320	964
gene-SAOUHSC_02321	CP000253.1	2154696	2154905	-	210	SAOUHSC_02321	264
gene-SAOUHSC_02322	CP000253.1	2154917	2155210	-	294	SAOUHSC_02322	236
gene-SAOUHSC_02323	CP000253.1	2155376	2156860	+	1485	SAOUHSC_02323	440
gene-SAOUHSC_02324	CP000253.1	2156888	2157535	+	648	SAOUHSC_02324	187
gene-SAOUHSC_02325	CP000253.1	2157595	2157702	-	108	SAOUHSC_02325	74
gene-SAOUHSC_02326	CP000253.1	2157710	2157802	-	93	SAOUHSC_02326	60
gene-SAOUHSC_02327	CP000253.1	2158348	2159220	-	873	SAOUHSC_02327	2911
gene-SAOUHSC_02328	CP000253.1	2159306	2159947	-	642	SAOUHSC_02328	73
gene-SAOUHSC_02329	CP000253.1	2159949	2160740	-	792	SAOUHSC_02329	51
gene-SAOUHSC_02330	CP000253.1	2160724	2161554	-	831	SAOUHSC_02330	40
gene-SAOUHSC_02331	CP000253.1	2161547	2162236	-	690	SAOUHSC_02331	27
gene-SAOUHSC_02332	CP000253.1	2162336	2162467	-	132	SAOUHSC_02332	6
gene-SAOUHSC_02333	CP000253.1	2162622	2163317	-	696	SAOUHSC_02333	62
gene-SAOUHSC_02334	CP000253.1	2163706	2164101	-	396	SAOUHSC_02334	93
gene-SAOUHSC_02335	CP000253.1	2164232	2164735	+	504	SAOUHSC_02335	95
gene-SAOUHSC_02336	CP000253.1	2164794	2165234	-	441	SAOUHSC_02336	928
gene-SAOUHSC_02337	CP000253.1	2165268	2166533	-	1266	SAOUHSC_02337	2718
gene-SAOUHSC_02338	CP000253.1	2166644	2166877	-	234	SAOUHSC_02338	234
gene-SAOUHSC_02339	CP000253.1	2167009	2167101	-	93	SAOUHSC_02339	1
gene-SAOUHSC_02340	CP000253.1	2167439	2167843	-	405	SAOUHSC_02340	1542
gene-SAOUHSC_02341	CP000253.1	2167863	2169275	-	1413	SAOUHSC_02341	4157
gene-SAOUHSC_02343	CP000253.1	2169297	2170094	-	798	SAOUHSC_02343	2521
gene-SAOUHSC_02345	CP000253.1	2170194	2171702	-	1509	SAOUHSC_02345	3287
gene-SAOUHSC_02346	CP000253.1	2171724	2172263	-	540	SAOUHSC_02346	1259
gene-SAOUHSC_02347	CP000253.1	2172263	2172784	-	522	SAOUHSC_02347	1342
gene-SAOUHSC_02349	CP000253.1	2172982	2173194	-	213	SAOUHSC_02349	852
gene-SAOUHSC_02350	CP000253.1	2173237	2173965	-	729	SAOUHSC_02350	1633
gene-SAOUHSC_02351	CP000253.1	2173986	2174438	-	453	SAOUHSC_02351	886
gene-SAOUHSC_02352	CP000253.1	2174506	2175633	-	1128	SAOUHSC_02352	2143
gene-SAOUHSC_02353	CP000253.1	2175657	2176286	-	630	SAOUHSC_02353	1013
gene-SAOUHSC_02354	CP000253.1	2176314	2177552	-	1239	SAOUHSC_02354	2593
gene-SAOUHSC_02355	CP000253.1	2177579	2178103	-	525	SAOUHSC_02355	841
gene-SAOUHSC_02356	CP000253.1	2178210	2178629	-	420	SAOUHSC_02356	156
gene-SAOUHSC_02357	CP000253.1	2178626	2179723	-	1098	SAOUHSC_02357	212
gene-SAOUHSC_02358	CP000253.1	2179756	2180508	-	753	SAOUHSC_02358	1314
gene-SAOUHSC_02359	CP000253.1	2180579	2181655	-	1077	SAOUHSC_02359	1398
gene-SAOUHSC_02360	CP000253.1	2181656	2182255	-	600	SAOUHSC_02360	731
gene-SAOUHSC_02361	CP000253.1	2182602	2182856	-	255	SAOUHSC_02361	8568
gene-SAOUHSC_02362	CP000253.1	2182974	2184290	-	1317	SAOUHSC_02362	3714
gene-SAOUHSC_02363	CP000253.1	2184537	2185964	-	1428	SAOUHSC_02363	2377
gene-SAOUHSC_02364	CP000253.1	2186202	2186537	-	336	SAOUHSC_02364	8262
gene-SAOUHSC_02365	CP000253.1	2186626	2187885	-	1260	SAOUHSC_02365	8412
gene-SAOUHSC_02366	CP000253.1	2188351	2189211	-	861	SAOUHSC_02366	5239
gene-SAOUHSC_02367	CP000253.1	2189429	2189950	+	522	SAOUHSC_02367	125
gene-SAOUHSC_02368	CP000253.1	2190059	2191669	-	1611	SAOUHSC_02368	1150
gene-SAOUHSC_02369	CP000253.1	2192005	2192535	-	531	SAOUHSC_02369	2046
gene-SAOUHSC_02370	CP000253.1	2192647	2193507	-	861	SAOUHSC_02370	207
gene-SAOUHSC_A02254	CP000253.1	2193721	2193879	-	159	SAOUHSC_A02254	6
gene-SAOUHSC_02371	CP000253.1	2193931	2194734	+	804	SAOUHSC_02371	362
gene-SAOUHSC_02372	CP000253.1	2194864	2195535	-	672	SAOUHSC_02372	1136
gene-SAOUHSC_02373	CP000253.1	2195934	2197127	-	1194	SAOUHSC_02373	458
gene-SAOUHSC_02374	CP000253.1	2197127	2198311	-	1185	SAOUHSC_02374	338
gene-SAOUHSC_02375	CP000253.1	2198622	2199092	+	471	SAOUHSC_02375	222
gene-SAOUHSC_02376	CP000253.1	2199244	2199594	-	351	SAOUHSC_02376	4246
gene-SAOUHSC_02377	CP000253.1	2199608	2200909	-	1302	SAOUHSC_02377	11748
gene-SAOUHSC_02378	CP000253.1	2200893	2201021	+	129	SAOUHSC_02378	156
gene-SAOUHSC_02379	CP000253.1	2201188	2201850	-	663	SAOUHSC_02379	2624
gene-SAOUHSC_02380	CP000253.1	2202165	2202875	+	711	SAOUHSC_02380	2341
gene-SAOUHSC_02381	CP000253.1	2202996	2203439	-	444	SAOUHSC_02381	72901
gene-SAOUHSC_02382	CP000253.1	2203639	2204052	-	414	SAOUHSC_02382	255
gene-SAOUHSC_02383	CP000253.1	2204510	2205883	-	1374	SAOUHSC_02383	979
gene-SAOUHSC_02384	CP000253.1	2206555	2206785	-	231	SAOUHSC_02384	143
gene-SAOUHSC_02385	CP000253.1	2206816	2207673	-	858	SAOUHSC_02385	277
gene-SAOUHSC_02386	CP000253.1	2207609	2207833	-	225	SAOUHSC_02386	57
gene-SAOUHSC_02387	CP000253.1	2208190	2208855	-	666	SAOUHSC_02387	161
gene-SAOUHSC_02388	CP000253.1	2209007	2209327	+	321	SAOUHSC_02388	420
gene-SAOUHSC_02389	CP000253.1	2209329	2210309	+	981	SAOUHSC_02389	1703
gene-SAOUHSC_02390	CP000253.1	2210575	2211666	+	1092	SAOUHSC_02390	953
gene-SAOUHSC_02391	CP000253.1	2212109	2212213	-	105	SAOUHSC_02391	482
gene-SAOUHSC_02392	CP000253.1	2212638	2212841	-	204	SAOUHSC_02392	150
gene-SAOUHSC_02393	CP000253.1	2212900	2214036	-	1137	SAOUHSC_02393	69
gene-SAOUHSC_02394	CP000253.1	2214325	2214417	+	93	SAOUHSC_02394	1
gene-SAOUHSC_A02273	CP000253.1	2214493	2214651	+	159	SAOUHSC_A02273	9
gene-SAOUHSC_02396	CP000253.1	2215122	2215979	-	858	SAOUHSC_02396	371
gene-SAOUHSC_02397	CP000253.1	2216047	2216829	-	783	SAOUHSC_02397	197
gene-SAOUHSC_02399	CP000253.1	2217061	2218866	-	1806	SAOUHSC_02399	2352
gene-SAOUHSC_02400	CP000253.1	2219547	2221085	+	1539	SAOUHSC_02400	397
gene-SAOUHSC_02401	CP000253.1	2221120	2223252	+	2133	SAOUHSC_02401	437
gene-SAOUHSC_02402	CP000253.1	2223264	2223698	+	435	SAOUHSC_02402	135
gene-SAOUHSC_02403	CP000253.1	2223698	2224804	+	1107	SAOUHSC_02403	268
gene-SAOUHSC_02404	CP000253.1	2225123	2232559	-	7437	SAOUHSC_02404	911
gene-SAOUHSC_02405	CP000253.1	2232836	2234191	-	1356	SAOUHSC_02405	2067
gene-SAOUHSC_02406	CP000253.1	2234218	2235150	-	933	SAOUHSC_02406	788
gene-SAOUHSC_02407	CP000253.1	2235152	2235961	-	810	SAOUHSC_02407	608
gene-SAOUHSC_02409	CP000253.1	2236150	2237058	-	909	SAOUHSC_02409	238
gene-SAOUHSC_02410	CP000253.1	2237284	2238486	+	1203	SAOUHSC_02410	288
gene-SAOUHSC_02411	CP000253.1	2238622	2238726	+	105	SAOUHSC_02411	26
gene-SAOUHSC_T00037	CP000253.1	2238714	2238789	-	76	SAOUHSC_T00037	0
gene-SAOUHSC_02412	CP000253.1	2238752	2238868	-	117	SAOUHSC_02412	0
gene-SAOUHSC_T00017	CP000253.1	2238793	2238867	-	75	SAOUHSC_T00017	0
gene-SAOUHSC_T00058	CP000253.1	2238877	2238960	-	84	SAOUHSC_T00058	55
gene-SAOUHSC_T00061	CP000253.1	2238990	2239065	-	76	SAOUHSC_T00061	79
gene-SAOUHSC_T00020	CP000253.1	2239073	2239144	-	72	SAOUHSC_T00020	2
gene-SAOUHSC_T00010	CP000253.1	2239146	2239220	-	75	SAOUHSC_T00010	27
gene-SAOUHSC_R00015	CP000253.1	2239231	2239345	-	115	SAOUHSC_R00015	0
gene-SAOUHSC_R00010	CP000253.1	2239418	2242340	-	2923	SAOUHSC_R00010	131
gene-SAOUHSC_T00029	CP000253.1	2242631	2242707	-	77	SAOUHSC_T00029	385
gene-SAOUHSC_R0005	CP000253.1	2242800	2244356	-	1557	SAOUHSC_R0005	6
gene-SAOUHSC_02416	CP000253.1	2244539	2244724	-	186	SAOUHSC_02416	7
gene-SAOUHSC_02417	CP000253.1	2244932	2245819	-	888	SAOUHSC_02417	1329
gene-SAOUHSC_02418	CP000253.1	2246027	2247469	-	1443	SAOUHSC_02418	1281
gene-SAOUHSC_02419	CP000253.1	2247791	2248264	-	474	SAOUHSC_02419	270
gene-SAOUHSC_02420	CP000253.1	2248363	2249706	-	1344	SAOUHSC_02420	876
gene-SAOUHSC_02422	CP000253.1	2249883	2250566	-	684	SAOUHSC_02422	974
gene-SAOUHSC_02423	CP000253.1	2250585	2251772	-	1188	SAOUHSC_02423	2903
gene-SAOUHSC_02424	CP000253.1	2251816	2252331	-	516	SAOUHSC_02424	955
gene-SAOUHSC_02425	CP000253.1	2252508	2252768	+	261	SAOUHSC_02425	1579
gene-SAOUHSC_02426	CP000253.1	2252900	2254093	-	1194	SAOUHSC_02426	3726
gene-SAOUHSC_02427	CP000253.1	2254506	2255474	-	969	SAOUHSC_02427	562
gene-SAOUHSC_02428	CP000253.1	2255471	2256502	-	1032	SAOUHSC_02428	566
gene-SAOUHSC_02430	CP000253.1	2256514	2257497	-	984	SAOUHSC_02430	2131
gene-SAOUHSC_02432	CP000253.1	2257663	2257788	+	126	SAOUHSC_02432	4
gene-SAOUHSC_02433	CP000253.1	2257889	2258959	-	1071	SAOUHSC_02433	222
gene-SAOUHSC_02434	CP000253.1	2258966	2260723	-	1758	SAOUHSC_02434	565
gene-SAOUHSC_02435	CP000253.1	2260710	2261903	-	1194	SAOUHSC_02435	116
gene-SAOUHSC_02436	CP000253.1	2262005	2263981	+	1977	SAOUHSC_02436	916
gene-SAOUHSC_02437	CP000253.1	2264437	2265237	+	801	SAOUHSC_02437	61
gene-SAOUHSC_02438	CP000253.1	2265255	2265554	+	300	SAOUHSC_02438	29
gene-SAOUHSC_02440	CP000253.1	2265717	2266061	+	345	SAOUHSC_02440	13
gene-SAOUHSC_02441	CP000253.1	2266097	2266606	-	510	SAOUHSC_02441	12378
gene-SAOUHSC_02442	CP000253.1	2266669	2266908	-	240	SAOUHSC_02442	2073
gene-SAOUHSC_02443	CP000253.1	2266921	2267457	-	537	SAOUHSC_02443	5039
gene-SAOUHSC_02444	CP000253.1	2267632	2269194	-	1563	SAOUHSC_02444	1334
gene-SAOUHSC_02445	CP000253.1	2269501	2270502	-	1002	SAOUHSC_02445	256
gene-SAOUHSC_02447	CP000253.1	2270736	2271737	-	1002	SAOUHSC_02447	607
gene-SAOUHSC_02448	CP000253.1	2272020	2272904	-	885	SAOUHSC_02448	173
gene-SAOUHSC_02449	CP000253.1	2273155	2274567	-	1413	SAOUHSC_02449	369
gene-SAOUHSC_02450	CP000253.1	2274585	2276297	-	1713	SAOUHSC_02450	233
gene-SAOUHSC_02451	CP000253.1	2276303	2276614	-	312	SAOUHSC_02451	34
gene-SAOUHSC_02452	CP000253.1	2276636	2277616	-	981	SAOUHSC_02452	87
gene-SAOUHSC_02453	CP000253.1	2277620	2278552	-	933	SAOUHSC_02453	79
gene-SAOUHSC_02454	CP000253.1	2278565	2279080	-	516	SAOUHSC_02454	48
gene-SAOUHSC_02455	CP000253.1	2279096	2279524	-	429	SAOUHSC_02455	47
gene-SAOUHSC_02456	CP000253.1	2279892	2280683	-	792	SAOUHSC_02456	230
gene-SAOUHSC_02457	CP000253.1	2280889	2281629	+	741	SAOUHSC_02457	219
gene-SAOUHSC_A02331	CP000253.1	2281666	2281827	+	162	SAOUHSC_A02331	32
gene-SAOUHSC_02458	CP000253.1	2281920	2282528	-	609	SAOUHSC_02458	19
gene-SAOUHSC_02459	CP000253.1	2282790	2282915	-	126	SAOUHSC_02459	3
gene-SAOUHSC_02460	CP000253.1	2283135	2283983	-	849	SAOUHSC_02460	244
gene-SAOUHSC_02461	CP000253.1	2284053	2284469	-	417	SAOUHSC_02461	53
gene-SAOUHSC_02462	CP000253.1	2284713	2284880	+	168	SAOUHSC_02462	8
gene-SAOUHSC_02463	CP000253.1	2284877	2287300	+	2424	SAOUHSC_02463	265
gene-SAOUHSC_02464	CP000253.1	2287360	2288214	-	855	SAOUHSC_02464	159
gene-SAOUHSC_02465	CP000253.1	2288425	2289240	-	816	SAOUHSC_02465	75
gene-SAOUHSC_02466	CP000253.1	2289534	2289959	+	426	SAOUHSC_02466	583
gene-SAOUHSC_02467	CP000253.1	2290323	2291027	-	705	SAOUHSC_02467	150
gene-SAOUHSC_02468	CP000253.1	2291064	2292728	-	1665	SAOUHSC_02468	278
gene-SAOUHSC_02469	CP000253.1	2292961	2293200	+	240	SAOUHSC_02469	9
gene-SAOUHSC_02470	CP000253.1	2293182	2293364	-	183	SAOUHSC_02470	14
gene-SAOUHSC_02471	CP000253.1	2293918	2295324	-	1407	SAOUHSC_02471	398
gene-SAOUHSC_02472	CP000253.1	2295453	2296589	-	1137	SAOUHSC_02472	344
gene-SAOUHSC_02473	CP000253.1	2296590	2296682	-	93	SAOUHSC_02473	0
gene-SAOUHSC_02474	CP000253.1	2296639	2297334	-	696	SAOUHSC_02474	333
gene-SAOUHSC_02475	CP000253.1	2297395	2297688	-	294	SAOUHSC_02475	72
gene-SAOUHSC_02476	CP000253.1	2297685	2298782	-	1098	SAOUHSC_02476	45
gene-SAOUHSC_A02350	CP000253.1	2298943	2299110	+	168	SAOUHSC_A02350	5
gene-SAOUHSC_02477	CP000253.1	2299327	2299725	-	399	SAOUHSC_02477	7876
gene-SAOUHSC_02478	CP000253.1	2299739	2300176	-	438	SAOUHSC_02478	7309
gene-SAOUHSC_02480	CP000253.1	2300416	2301219	-	804	SAOUHSC_02480	469
gene-SAOUHSC_02481	CP000253.1	2301224	2302030	-	807	SAOUHSC_02481	259
gene-SAOUHSC_02482	CP000253.1	2302020	2302880	-	861	SAOUHSC_02482	398
gene-SAOUHSC_02483	CP000253.1	2302877	2303686	-	810	SAOUHSC_02483	231
gene-SAOUHSC_02484	CP000253.1	2304224	2304592	-	369	SAOUHSC_02484	5314
gene-SAOUHSC_02485	CP000253.1	2304609	2305553	-	945	SAOUHSC_02485	19345
gene-SAOUHSC_02486	CP000253.1	2305628	2306017	-	390	SAOUHSC_02486	5146
gene-SAOUHSC_02487	CP000253.1	2306041	2306406	-	366	SAOUHSC_02487	5790
gene-SAOUHSC_02488	CP000253.1	2306429	2306542	-	114	SAOUHSC_02488	3526
gene-SAOUHSC_02489	CP000253.1	2306574	2306792	-	219	SAOUHSC_02489	3367
gene-SAOUHSC_02490	CP000253.1	2306985	2307632	-	648	SAOUHSC_02490	12862
gene-SAOUHSC_02491	CP000253.1	2307649	2308941	-	1293	SAOUHSC_02491	18657
gene-SAOUHSC_02492	CP000253.1	2308941	2309381	-	441	SAOUHSC_02492	5435
gene-SAOUHSC_02493	CP000253.1	2309398	2309577	-	180	SAOUHSC_02493	4235
gene-SAOUHSC_02494	CP000253.1	2309594	2310094	-	501	SAOUHSC_02494	8639
gene-SAOUHSC_02495	CP000253.1	2310115	2310474	-	360	SAOUHSC_02495	7129
gene-SAOUHSC_02496	CP000253.1	2310505	2311041	-	537	SAOUHSC_02496	6598
gene-SAOUHSC_02498	CP000253.1	2311066	2311464	-	399	SAOUHSC_02498	7186
gene-SAOUHSC_02499	CP000253.1	2311496	2311666	-	171	SAOUHSC_02499	3650
gene-SAOUHSC_02500	CP000253.1	2311704	2312243	-	540	SAOUHSC_02500	8183
gene-SAOUHSC_02501	CP000253.1	2312270	2312587	-	318	SAOUHSC_02501	7352
gene-SAOUHSC_02502	CP000253.1	2312623	2312991	-	369	SAOUHSC_02502	6696
gene-SAOUHSC_02503	CP000253.1	2313023	2313286	-	264	SAOUHSC_02503	4833
gene-SAOUHSC_02504	CP000253.1	2313310	2313519	-	210	SAOUHSC_02504	2783
gene-SAOUHSC_02505	CP000253.1	2313509	2313943	-	435	SAOUHSC_02505	6568
gene-SAOUHSC_02506	CP000253.1	2313946	2314599	-	654	SAOUHSC_02506	10123
gene-SAOUHSC_02507	CP000253.1	2314623	2314976	-	354	SAOUHSC_02507	4295
gene-SAOUHSC_02508	CP000253.1	2315005	2315283	-	279	SAOUHSC_02508	6654
gene-SAOUHSC_02509	CP000253.1	2315350	2316183	-	834	SAOUHSC_02509	15745
gene-SAOUHSC_02510	CP000253.1	2316216	2316491	-	276	SAOUHSC_02510	3026
gene-SAOUHSC_02511	CP000253.1	2316491	2317114	-	624	SAOUHSC_02511	7398
gene-SAOUHSC_02512	CP000253.1	2317141	2317803	-	663	SAOUHSC_02512	9409
gene-SAOUHSC_02515	CP000253.1	2318496	2318885	+	390	SAOUHSC_02515	112
gene-SAOUHSC_02516	CP000253.1	2319077	2320255	-	1179	SAOUHSC_02516	9108
gene-SAOUHSC_02517	CP000253.1	2320524	2322659	-	2136	SAOUHSC_02517	1480
gene-SAOUHSC_02518	CP000253.1	2322685	2322780	-	96	SAOUHSC_02518	8
gene-SAOUHSC_02519	CP000253.1	2322846	2323733	+	888	SAOUHSC_02519	262
gene-SAOUHSC_02520	CP000253.1	2323914	2324777	+	864	SAOUHSC_02520	518
gene-SAOUHSC_02521	CP000253.1	2324894	2325025	-	132	SAOUHSC_02521	79
gene-SAOUHSC_02522	CP000253.1	2325196	2326086	-	891	SAOUHSC_02522	395
gene-SAOUHSC_02523	CP000253.1	2326237	2326401	+	165	SAOUHSC_02523	44
gene-SAOUHSC_02524	CP000253.1	2326646	2326963	+	318	SAOUHSC_02524	572
gene-SAOUHSC_02525	CP000253.1	2327150	2330317	-	3168	SAOUHSC_02525	1641
gene-SAOUHSC_02527	CP000253.1	2330434	2331699	-	1266	SAOUHSC_02527	1117
gene-SAOUHSC_02528	CP000253.1	2332088	2332339	+	252	SAOUHSC_02528	43
gene-SAOUHSC_02529	CP000253.1	2332331	2333095	-	765	SAOUHSC_02529	176
gene-SAOUHSC_02530	CP000253.1	2333257	2333697	+	441	SAOUHSC_02530	466
gene-SAOUHSC_02531	CP000253.1	2333690	2334901	+	1212	SAOUHSC_02531	1393
gene-SAOUHSC_02532	CP000253.1	2335005	2335355	-	351	SAOUHSC_02532	1526
gene-SAOUHSC_02533	CP000253.1	2335481	2335651	+	171	SAOUHSC_02533	50
gene-SAOUHSC_02534	CP000253.1	2335708	2335851	-	144	SAOUHSC_02534	30
gene-SAOUHSC_02535	CP000253.1	2335823	2335942	-	120	SAOUHSC_02535	7
gene-SAOUHSC_02536	CP000253.1	2336046	2337068	-	1023	SAOUHSC_02536	566
gene-SAOUHSC_02537	CP000253.1	2337088	2337687	-	600	SAOUHSC_02537	162
gene-SAOUHSC_02538	CP000253.1	2337694	2337927	-	234	SAOUHSC_02538	51
gene-SAOUHSC_02540	CP000253.1	2337933	2338379	-	447	SAOUHSC_02540	189
gene-SAOUHSC_02541	CP000253.1	2338393	2338878	-	486	SAOUHSC_02541	162
gene-SAOUHSC_02542	CP000253.1	2338875	2340134	-	1260	SAOUHSC_02542	349
gene-SAOUHSC_02543	CP000253.1	2340197	2340691	+	495	SAOUHSC_02543	434
gene-SAOUHSC_02544	CP000253.1	2340693	2341199	-	507	SAOUHSC_02544	146
gene-SAOUHSC_02545	CP000253.1	2341230	2342234	-	1005	SAOUHSC_02545	208
gene-SAOUHSC_02546	CP000253.1	2342404	2343009	-	606	SAOUHSC_02546	250
gene-SAOUHSC_02547	CP000253.1	2343010	2343681	-	672	SAOUHSC_02547	267
gene-SAOUHSC_02549	CP000253.1	2343695	2344477	-	783	SAOUHSC_02549	211
gene-SAOUHSC_02550	CP000253.1	2344767	2345564	+	798	SAOUHSC_02550	302
gene-SAOUHSC_02551	CP000253.1	2345736	2346506	-	771	SAOUHSC_02551	274
gene-SAOUHSC_02552	CP000253.1	2346578	2347132	-	555	SAOUHSC_02552	107
gene-SAOUHSC_02553	CP000253.1	2347253	2348194	-	942	SAOUHSC_02553	80
gene-SAOUHSC_02554	CP000253.1	2348593	2349501	-	909	SAOUHSC_02554	1104
gene-SAOUHSC_02555	CP000253.1	2349715	2349891	-	177	SAOUHSC_02555	98
gene-SAOUHSC_02556	CP000253.1	2350014	2350880	-	867	SAOUHSC_02556	115
gene-SAOUHSC_02557	CP000253.1	2351097	2351987	-	891	SAOUHSC_02557	259
gene-SAOUHSC_02558	CP000253.1	2352262	2352564	+	303	SAOUHSC_02558	47
gene-SAOUHSC_02559	CP000253.1	2352578	2352988	+	411	SAOUHSC_02559	89
gene-SAOUHSC_02561	CP000253.1	2352985	2354700	+	1716	SAOUHSC_02561	415
gene-SAOUHSC_02562	CP000253.1	2354713	2355165	+	453	SAOUHSC_02562	130
gene-SAOUHSC_02563	CP000253.1	2355158	2355847	+	690	SAOUHSC_02563	205
gene-SAOUHSC_02564	CP000253.1	2355860	2356474	+	615	SAOUHSC_02564	300
gene-SAOUHSC_02565	CP000253.1	2356474	2357310	+	837	SAOUHSC_02565	486
gene-SAOUHSC_02566	CP000253.1	2357499	2357846	-	348	SAOUHSC_02566	6334
gene-SAOUHSC_02567	CP000253.1	2358144	2358323	+	180	SAOUHSC_02567	3
gene-SAOUHSC_02568	CP000253.1	2358274	2358600	-	327	SAOUHSC_02568	464
gene-SAOUHSC_02569	CP000253.1	2358664	2359407	-	744	SAOUHSC_02569	277
gene-SAOUHSC_02570	CP000253.1	2359433	2361388	-	1956	SAOUHSC_02570	556
gene-SAOUHSC_02571	CP000253.1	2361998	2362801	+	804	SAOUHSC_02571	4356
gene-SAOUHSC_02572	CP000253.1	2362818	2363060	-	243	SAOUHSC_02572	2786
gene-SAOUHSC_02573	CP000253.1	2363234	2364634	-	1401	SAOUHSC_02573	368
gene-SAOUHSC_02574	CP000253.1	2364729	2365811	-	1083	SAOUHSC_02574	335
gene-SAOUHSC_02575	CP000253.1	2366059	2366481	+	423	SAOUHSC_02575	55
gene-SAOUHSC_02576	CP000253.1	2366718	2367218	+	501	SAOUHSC_02576	234
gene-SAOUHSC_A02445	CP000253.1	2367266	2367523	+	258	SAOUHSC_A02445	11
gene-SAOUHSC_02577	CP000253.1	2367580	2368533	+	954	SAOUHSC_02577	708
gene-SAOUHSC_02579	CP000253.1	2368625	2369749	-	1125	SAOUHSC_02579	737
gene-SAOUHSC_02580	CP000253.1	2370060	2370698	-	639	SAOUHSC_02580	648
gene-SAOUHSC_A02450	CP000253.1	2370858	2371091	-	234	SAOUHSC_A02450	35
gene-SAOUHSC_02581	CP000253.1	2371319	2371792	-	474	SAOUHSC_02581	1356
gene-SAOUHSC_02582	CP000253.1	2371792	2374746	-	2955	SAOUHSC_02582	6138
gene-SAOUHSC_02583	CP000253.1	2375348	2376271	-	924	SAOUHSC_02583	2347
